Level,Date,State Postal Code,State,County Name,Population Staying at Home Percentage,Population Not Staying at Home Percentage,Number of Trips,Number of cases,Est. Med HH Income 2018,POPESTIMATE2019,Lat,Lng,Daily New Cases
County,3/31/2020,IL,Illinois,DuPage County,32.35%,67.65%,2348338.0,356,88711.0,922921,41.8243831,-88.0900762,36
County,4/1/2020,IL,Illinois,DuPage County,32.02%,67.98%,2439396.0,392,88711.0,922921,41.8243831,-88.0900762,36
County,4/2/2020,IL,Illinois,DuPage County,31.89%,68.11%,2435448.0,448,88711.0,922921,41.8243831,-88.0900762,56
County,4/3/2020,IL,Illinois,DuPage County,30.66%,69.34%,2522620.0,500,88711.0,922921,41.8243831,-88.0900762,52
County,4/4/2020,IL,Illinois,DuPage County,33.94%,66.06%,2184474.0,590,88711.0,922921,41.8243831,-88.0900762,90
County,4/5/2020,IL,Illinois,DuPage County,35.08%,64.92%,2101218.0,656,88711.0,922921,41.8243831,-88.0900762,66
County,4/6/2020,IL,Illinois,DuPage County,32.07%,67.93%,2406136.0,715,88711.0,922921,41.8243831,-88.0900762,59
County,4/7/2020,IL,Illinois,DuPage County,31.43%,68.57%,2523296.0,795,88711.0,922921,41.8243831,-88.0900762,80
County,4/8/2020,IL,Illinois,DuPage County,31.16%,68.84%,2430515.0,875,88711.0,922921,41.8243831,-88.0900762,80
County,4/9/2020,IL,Illinois,DuPage County,32.47%,67.53%,2446245.0,943,88711.0,922921,41.8243831,-88.0900762,68
County,4/10/2020,IL,Illinois,DuPage County,30.93%,69.07%,2562806.0,1008,88711.0,922921,41.8243831,-88.0900762,65
County,4/11/2020,IL,Illinois,DuPage County,32.32%,67.68%,2528617.0,1048,88711.0,922921,41.8243831,-88.0900762,40
County,4/12/2020,IL,Illinois,DuPage County,37.81%,62.19%,1807072.0,1162,88711.0,922921,41.8243831,-88.0900762,114
County,4/13/2020,IL,Illinois,DuPage County,33.05%,66.95%,2321539.0,1223,88711.0,922921,41.8243831,-88.0900762,61
County,4/14/2020,IL,Illinois,DuPage County,32.1%,67.9%,2169609.0,1312,88711.0,922921,41.8243831,-88.0900762,89
County,4/15/2020,IL,Illinois,DuPage County,31.25%,68.75%,2130121.0,1386,88711.0,922921,41.8243831,-88.0900762,74
County,4/16/2020,IL,Illinois,DuPage County,32.55%,67.45%,2116807.0,1463,88711.0,922921,41.8243831,-88.0900762,77
County,4/17/2020,IL,Illinois,DuPage County,30.56%,69.44%,2194554.0,1560,88711.0,922921,41.8243831,-88.0900762,97
County,4/18/2020,IL,Illinois,DuPage County,32.87%,67.13%,2319270.0,1642,88711.0,922921,41.8243831,-88.0900762,82
County,4/19/2020,IL,Illinois,DuPage County,33.61%,66.39%,2037217.0,1695,88711.0,922921,41.8243831,-88.0900762,53
County,4/20/2020,IL,Illinois,DuPage County,29.34%,70.66%,2404781.0,1761,88711.0,922921,41.8243831,-88.0900762,66
County,4/21/2020,IL,Illinois,DuPage County,31.16%,68.84%,2505758.0,1864,88711.0,922921,41.8243831,-88.0900762,103
County,4/22/2020,IL,Illinois,DuPage County,30.46%,69.54%,2504324.0,1947,88711.0,922921,41.8243831,-88.0900762,83
County,4/23/2020,IL,Illinois,DuPage County,30.37%,69.63%,2570173.0,2047,88711.0,922921,41.8243831,-88.0900762,100
County,4/24/2020,IL,Illinois,DuPage County,29.73%,70.27%,2581719.0,2219,88711.0,922921,41.8243831,-88.0900762,172
County,4/25/2020,IL,Illinois,DuPage County,32.23%,67.77%,2428126.0,2311,88711.0,922921,41.8243831,-88.0900762,92
County,4/26/2020,IL,Illinois,DuPage County,32.2%,67.8%,2530224.0,2443,88711.0,922921,41.8243831,-88.0900762,132
County,4/27/2020,IL,Illinois,DuPage County,30.73%,69.27%,2598952.0,2628,88711.0,922921,41.8243831,-88.0900762,185
County,4/28/2020,IL,Illinois,DuPage County,30.27%,69.73%,2651751.0,2736,88711.0,922921,41.8243831,-88.0900762,108
County,4/29/2020,IL,Illinois,DuPage County,31.09%,68.91%,2384899.0,2870,88711.0,922921,41.8243831,-88.0900762,134
County,4/30/2020,IL,Illinois,DuPage County,30.06%,69.94%,2658350.0,3081,88711.0,922921,41.8243831,-88.0900762,211
County,5/1/2020,IL,Illinois,DuPage County,28.09%,71.91%,2874426.0,3256,88711.0,922921,41.8243831,-88.0900762,175
County,5/2/2020,IL,Illinois,DuPage County,29.39%,70.61%,2833702.0,3432,88711.0,922921,41.8243831,-88.0900762,176
County,5/3/2020,IL,Illinois,DuPage County,31.66%,68.34%,2526431.0,3611,88711.0,922921,41.8243831,-88.0900762,179
County,5/4/2020,IL,Illinois,DuPage County,29.65%,70.35%,2692376.0,3803,88711.0,922921,41.8243831,-88.0900762,192
County,5/5/2020,IL,Illinois,DuPage County,29.84%,70.16%,2505389.0,3918,88711.0,922921,41.8243831,-88.0900762,115
County,5/6/2020,IL,Illinois,DuPage County,29.68%,70.32%,2724921.0,4056,88711.0,922921,41.8243831,-88.0900762,138
County,5/7/2020,IL,Illinois,DuPage County,29.44%,70.56%,2719030.0,4213,88711.0,922921,41.8243831,-88.0900762,157
County,5/8/2020,IL,Illinois,DuPage County,29.59%,70.41%,2731857.0,4374,88711.0,922921,41.8243831,-88.0900762,161
County,5/9/2020,IL,Illinois,DuPage County,29.97%,70.03%,2817670.0,4493,88711.0,922921,41.8243831,-88.0900762,119
County,5/10/2020,IL,Illinois,DuPage County,32.8%,67.2%,2229529.0,4603,88711.0,922921,41.8243831,-88.0900762,110
County,5/11/2020,IL,Illinois,DuPage County,25.71%,74.29%,2856671.0,4745,88711.0,922921,41.8243831,-88.0900762,142
County,5/12/2020,IL,Illinois,DuPage County,24.97%,75.03%,3029383.0,5121,88711.0,922921,41.8243831,-88.0900762,376
County,5/13/2020,IL,Illinois,DuPage County,25.44%,74.56%,2936849.0,5244,88711.0,922921,41.8243831,-88.0900762,123
County,5/14/2020,IL,Illinois,DuPage County,26.25%,73.75%,2673282.0,5453,88711.0,922921,41.8243831,-88.0900762,209
County,5/15/2020,IL,Illinois,DuPage County,24.94%,75.06%,2973215.0,5634,88711.0,922921,41.8243831,-88.0900762,181
County,5/16/2020,IL,Illinois,DuPage County,26.82%,73.18%,2977179.0,5780,88711.0,922921,41.8243831,-88.0900762,146
County,5/17/2020,IL,Illinois,DuPage County,28.24%,71.76%,2497943.0,5904,88711.0,922921,41.8243831,-88.0900762,124
County,5/18/2020,IL,Illinois,DuPage County,22.91%,77.09%,3175599.0,6076,88711.0,922921,41.8243831,-88.0900762,172
County,5/19/2020,IL,Illinois,DuPage County,22.84%,77.16%,3047131.0,6171,88711.0,922921,41.8243831,-88.0900762,95
County,5/20/2020,IL,Illinois,DuPage County,21.93%,78.07%,3319862.0,6308,88711.0,922921,41.8243831,-88.0900762,137
County,5/21/2020,IL,Illinois,DuPage County,21.54%,78.46%,3301682.0,6471,88711.0,922921,41.8243831,-88.0900762,163
County,5/22/2020,IL,Illinois,DuPage County,20.56%,79.44%,3397000.0,6744,88711.0,922921,41.8243831,-88.0900762,273
County,5/23/2020,IL,Illinois,DuPage County,22.99%,77.01%,3215244.0,6891,88711.0,922921,41.8243831,-88.0900762,147
County,5/24/2020,IL,Illinois,DuPage County,27.29%,72.71%,2798927.0,7060,88711.0,922921,41.8243831,-88.0900762,169
County,5/25/2020,IL,Illinois,DuPage County,27.77%,72.23%,2600965.0,7207,88711.0,922921,41.8243831,-88.0900762,147
County,5/26/2020,IL,Illinois,DuPage County,25.38%,74.62%,2937811.0,7290,88711.0,922921,41.8243831,-88.0900762,83
County,5/27/2020,IL,Illinois,DuPage County,24.37%,75.63%,3037619.0,7350,88711.0,922921,41.8243831,-88.0900762,60
County,5/28/2020,IL,Illinois,DuPage County,25.2%,74.8%,3097052.0,7460,88711.0,922921,41.8243831,-88.0900762,110
County,5/29/2020,IL,Illinois,DuPage County,25.6%,74.4%,3096330.0,7543,88711.0,922921,41.8243831,-88.0900762,83
County,5/30/2020,IL,Illinois,DuPage County,26.05%,73.95%,3171817.0,7620,88711.0,922921,41.8243831,-88.0900762,77
County,5/31/2020,IL,Illinois,DuPage County,27.75%,72.25%,2837873.0,7707,88711.0,922921,41.8243831,-88.0900762,87
County,6/1/2020,IL,Illinois,DuPage County,25.8%,74.2%,2855520.0,7765,88711.0,922921,41.8243831,-88.0900762,58
County,6/2/2020,IL,Illinois,DuPage County,25.55%,74.45%,2886660.0,7818,88711.0,922921,41.8243831,-88.0900762,53
County,6/3/2020,IL,Illinois,DuPage County,22.93%,77.07%,3108198.0,7891,88711.0,922921,41.8243831,-88.0900762,73
County,6/4/2020,IL,Illinois,DuPage County,22.87%,77.13%,3121660.0,7939,88711.0,922921,41.8243831,-88.0900762,48
County,6/5/2020,IL,Illinois,DuPage County,22.84%,77.16%,3214934.0,7997,88711.0,922921,41.8243831,-88.0900762,58
County,6/6/2020,IL,Illinois,DuPage County,26.27%,73.73%,2850271.0,8046,88711.0,922921,41.8243831,-88.0900762,49
County,6/7/2020,IL,Illinois,DuPage County,25.48%,74.52%,2791467.0,8111,88711.0,922921,41.8243831,-88.0900762,65
County,6/8/2020,IL,Illinois,DuPage County,21.54%,78.46%,3282149.0,8157,88711.0,922921,41.8243831,-88.0900762,46
County,6/9/2020,IL,Illinois,DuPage County,23.66%,76.34%,2965993.0,8215,88711.0,922921,41.8243831,-88.0900762,58
County,6/10/2020,IL,Illinois,DuPage County,24.09%,75.91%,3021131.0,8255,88711.0,922921,41.8243831,-88.0900762,40
County,6/11/2020,IL,Illinois,DuPage County,22.48%,77.52%,3262946.0,8311,88711.0,922921,41.8243831,-88.0900762,56
County,6/12/2020,IL,Illinois,DuPage County,23.02%,76.98%,3152925.0,8355,88711.0,922921,41.8243831,-88.0900762,44
County,6/13/2020,IL,Illinois,DuPage County,23.46%,76.54%,3318801.0,8389,88711.0,922921,41.8243831,-88.0900762,34
County,6/14/2020,IL,Illinois,DuPage County,26.66%,73.34%,2783255.0,8434,88711.0,922921,41.8243831,-88.0900762,45
County,6/15/2020,IL,Illinois,DuPage County,24.48%,75.52%,2923349.0,8465,88711.0,922921,41.8243831,-88.0900762,31
County,6/16/2020,IL,Illinois,DuPage County,24.41%,75.59%,3047715.0,8495,88711.0,922921,41.8243831,-88.0900762,30
County,6/17/2020,IL,Illinois,DuPage County,23.15%,76.85%,3182276.0,8546,88711.0,922921,41.8243831,-88.0900762,51
County,6/18/2020,IL,Illinois,DuPage County,23.35%,76.65%,3065506.0,8574,88711.0,922921,41.8243831,-88.0900762,28
County,6/19/2020,IL,Illinois,DuPage County,22.94%,77.06%,3059913.0,8609,88711.0,922921,41.8243831,-88.0900762,35
County,6/20/2020,IL,Illinois,DuPage County,25.04%,74.96%,3004577.0,8646,88711.0,922921,41.8243831,-88.0900762,37
County,6/21/2020,IL,Illinois,DuPage County,27.59%,72.41%,2636628.0,8682,88711.0,922921,41.8243831,-88.0900762,36
County,6/22/2020,IL,Illinois,DuPage County,26.3%,73.7%,2729538.0,8715,88711.0,922921,41.8243831,-88.0900762,33
County,6/23/2020,IL,Illinois,DuPage County,23.47%,76.53%,3031243.0,8736,88711.0,922921,41.8243831,-88.0900762,21
County,6/24/2020,IL,Illinois,DuPage County,25.84%,74.16%,2837879.0,8780,88711.0,922921,41.8243831,-88.0900762,44
County,6/25/2020,IL,Illinois,DuPage County,24.37%,75.63%,3042161.0,8825,88711.0,922921,41.8243831,-88.0900762,45
County,6/26/2020,IL,Illinois,DuPage County,25.15%,74.85%,2763457.0,8879,88711.0,922921,41.8243831,-88.0900762,54
County,6/27/2020,IL,Illinois,DuPage County,24.99%,75.01%,3113139.0,8919,88711.0,922921,41.8243831,-88.0900762,40
County,6/28/2020,IL,Illinois,DuPage County,26.13%,73.87%,2797457.0,8951,88711.0,922921,41.8243831,-88.0900762,32
County,6/29/2020,IL,Illinois,DuPage County,24.56%,75.44%,2869188.0,8993,88711.0,922921,41.8243831,-88.0900762,42
County,6/30/2020,IL,Illinois,DuPage County,24.07%,75.93%,2858350.0,9032,88711.0,922921,41.8243831,-88.0900762,39
County,2/1/2020,IL,Illinois,Douglas County,20.93%,79.07%,85794.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/2/2020,IL,Illinois,Douglas County,23.37%,76.63%,79350.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/3/2020,IL,Illinois,Douglas County,18.76%,81.24%,89968.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/4/2020,IL,Illinois,Douglas County,19.07%,80.93%,82232.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/5/2020,IL,Illinois,Douglas County,19.71%,80.29%,78707.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/6/2020,IL,Illinois,Douglas County,21.56%,78.44%,81473.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/7/2020,IL,Illinois,Douglas County,18.55%,81.45%,93246.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/8/2020,IL,Illinois,Douglas County,22.57%,77.43%,90160.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/9/2020,IL,Illinois,Douglas County,28.29%,71.71%,70125.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/10/2020,IL,Illinois,Douglas County,19.51%,80.49%,93998.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/11/2020,IL,Illinois,Douglas County,17.71%,82.29%,92257.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/12/2020,IL,Illinois,Douglas County,19.22%,80.78%,91108.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/13/2020,IL,Illinois,Douglas County,19.24%,80.76%,84561.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/14/2020,IL,Illinois,Douglas County,18.61%,81.39%,95346.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/15/2020,IL,Illinois,Douglas County,20.77%,79.23%,90035.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/16/2020,IL,Illinois,Douglas County,23.42%,76.58%,80347.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/17/2020,IL,Illinois,Douglas County,26.41%,73.59%,71056.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/18/2020,IL,Illinois,Douglas County,19.19%,80.81%,92384.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/19/2020,IL,Illinois,Douglas County,17.76%,82.24%,99128.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/20/2020,IL,Illinois,Douglas County,17.71%,82.29%,92320.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/21/2020,IL,Illinois,Douglas County,19.01%,80.99%,95290.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/22/2020,IL,Illinois,Douglas County,18.71%,81.29%,97542.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/23/2020,IL,Illinois,Douglas County,23.51%,76.49%,79372.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/24/2020,IL,Illinois,Douglas County,21.45%,78.55%,84158.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/25/2020,IL,Illinois,Douglas County,19.23%,80.77%,83879.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/26/2020,IL,Illinois,Douglas County,21.18%,78.82%,81894.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/27/2020,IL,Illinois,Douglas County,19.89%,80.11%,93857.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/28/2020,IL,Illinois,Douglas County,18.42%,81.58%,98615.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,2/29/2020,IL,Illinois,Douglas County,20.81%,79.19%,101445.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/1/2020,IL,Illinois,Douglas County,23.43%,76.57%,73112.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/2/2020,IL,Illinois,Douglas County,19.71%,80.29%,94733.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/3/2020,IL,Illinois,Douglas County,17.49%,82.51%,89531.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/4/2020,IL,Illinois,Douglas County,18.22%,81.78%,87151.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/5/2020,IL,Illinois,Douglas County,16.93%,83.07%,88227.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/6/2020,IL,Illinois,Douglas County,16.97%,83.03%,92256.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/7/2020,IL,Illinois,Douglas County,19.94%,80.06%,87519.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/8/2020,IL,Illinois,Douglas County,21.25%,78.75%,81430.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/9/2020,IL,Illinois,Douglas County,17.96%,82.04%,89302.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/10/2020,IL,Illinois,Douglas County,16.91%,83.09%,90018.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/11/2020,IL,Illinois,Douglas County,17.36%,82.64%,87099.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/12/2020,IL,Illinois,Douglas County,17.84%,82.16%,95486.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/13/2020,IL,Illinois,Douglas County,17.92%,82.08%,93735.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/14/2020,IL,Illinois,Douglas County,23.02%,76.98%,74792.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/15/2020,IL,Illinois,Douglas County,25.71%,74.29%,72162.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/16/2020,IL,Illinois,Douglas County,21.37%,78.63%,78157.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/17/2020,IL,Illinois,Douglas County,24.04%,75.96%,81339.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/18/2020,IL,Illinois,Douglas County,24.89%,75.11%,75110.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/19/2020,IL,Illinois,Douglas County,25.09%,74.91%,76732.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/20/2020,IL,Illinois,Douglas County,24.71%,75.29%,79140.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/21/2020,IL,Illinois,Douglas County,30.97%,69.03%,70716.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/22/2020,IL,Illinois,Douglas County,33.19%,66.81%,53421.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/23/2020,IL,Illinois,Douglas County,25.37%,74.63%,73386.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/24/2020,IL,Illinois,Douglas County,24.27%,75.73%,73176.0,0,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/25/2020,IL,Illinois,Douglas County,25.3%,74.7%,76055.0,1,54218.0,19465,39.761763099999996,-88.2071598,1
County,3/26/2020,IL,Illinois,Douglas County,24.32%,75.68%,65378.0,1,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/27/2020,IL,Illinois,Douglas County,25.15%,74.85%,65816.0,1,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/28/2020,IL,Illinois,Douglas County,26.19%,73.81%,67554.0,1,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/29/2020,IL,Illinois,Douglas County,31.63%,68.37%,49965.0,1,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/30/2020,IL,Illinois,Douglas County,25.68%,74.32%,76106.0,1,54218.0,19465,39.761763099999996,-88.2071598,0
County,3/31/2020,IL,Illinois,Douglas County,26.38%,73.62%,72237.0,3,54218.0,19465,39.761763099999996,-88.2071598,2
County,4/1/2020,IL,Illinois,Douglas County,25.5%,74.5%,67982.0,8,54218.0,19465,39.761763099999996,-88.2071598,5
County,4/2/2020,IL,Illinois,Douglas County,26.37%,73.63%,64620.0,8,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/3/2020,IL,Illinois,Douglas County,25.54%,74.46%,63562.0,9,54218.0,19465,39.761763099999996,-88.2071598,1
County,4/4/2020,IL,Illinois,Douglas County,27.65%,72.35%,59673.0,9,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/5/2020,IL,Illinois,Douglas County,30.27%,69.73%,54160.0,9,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/6/2020,IL,Illinois,Douglas County,25.81%,74.19%,68476.0,10,54218.0,19465,39.761763099999996,-88.2071598,1
County,4/7/2020,IL,Illinois,Douglas County,26.95%,73.05%,71740.0,10,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/8/2020,IL,Illinois,Douglas County,24.71%,75.29%,72833.0,10,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/9/2020,IL,Illinois,Douglas County,26.47%,73.53%,73929.0,11,54218.0,19465,39.761763099999996,-88.2071598,1
County,4/10/2020,IL,Illinois,Douglas County,24.24%,75.76%,70195.0,11,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/11/2020,IL,Illinois,Douglas County,26.69%,73.31%,68046.0,11,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/12/2020,IL,Illinois,Douglas County,33.76%,66.24%,47753.0,11,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/13/2020,IL,Illinois,Douglas County,26.91%,73.09%,70734.0,11,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/14/2020,IL,Illinois,Douglas County,25.59%,74.41%,73172.0,11,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/15/2020,IL,Illinois,Douglas County,23.63%,76.37%,75925.0,11,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/16/2020,IL,Illinois,Douglas County,25.77%,74.23%,72429.0,12,54218.0,19465,39.761763099999996,-88.2071598,1
County,4/17/2020,IL,Illinois,Douglas County,23.75%,76.25%,57402.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/18/2020,IL,Illinois,Douglas County,28.44%,71.56%,71453.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/19/2020,IL,Illinois,Douglas County,28.82%,71.18%,57912.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/20/2020,IL,Illinois,Douglas County,22.91%,77.09%,70758.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/21/2020,IL,Illinois,Douglas County,25.81%,74.19%,79575.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/22/2020,IL,Illinois,Douglas County,26.03%,73.97%,74289.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/23/2020,IL,Illinois,Douglas County,25.68%,74.32%,65321.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/24/2020,IL,Illinois,Douglas County,24.16%,75.84%,67903.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/25/2020,IL,Illinois,Douglas County,26.72%,73.28%,70018.0,12,54218.0,19465,39.761763099999996,-88.2071598,0
County,4/26/2020,IL,Illinois,Douglas County,29.85%,70.15%,74867.0,13,54218.0,19465,39.761763099999996,-88.2071598,1
County,4/27/2020,IL,Illinois,Douglas County,23.88%,76.12%,69293.0,14,54218.0,19465,39.761763099999996,-88.2071598,1
County,4/28/2020,IL,Illinois,Douglas County,23.73%,76.27%,70968.0,14,54218.0,19465,39.761763099999996,-88.2071598,0
